Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-08-19,S005,P0011, electronics ,West,121,101.0,150,95.46,13.07,10,Rainy,0,13.34,Winter
2022-08-20,S002,P0006,Clothing,South,433,115.0,132,129.12,72.61,10,Rainy,0,76.92,Summer
2023-10-12,S003,P0014, electronics ,South,214,11.0,199,16.44,11.43,15,Snowy,1,8.13,Autumn
2022-05-26,S003,P0005,TOYS,North,324,,23,293.79,99.15,15,Rainy,0,103.01,Spring
2023-01-05,S004,P0011, electronics ,South,181,,158,102.01,94.19,0,Cloudy,0,97.21,Winter
2023-09-28,S004,P0004,Clothing,East,363,71.0,134,64.22,97.94,20,Snowy,1,95.86,Winter
2023-08-24,S003,P0008,Groceries ,South,385,370.0,76,388.32,79.08,5,Rainy,0,75.62,Winter
2023-09-16,S001,P0006, electronics ,West,81,57.0,127,52.4,21.21,0,Cloudy,0,21.94,Summer
2023-02-24,S002,P0014,TOYS,South,125,116.0,68,122.76,44.07,0,Cloudy,0,45.64,Winter
2023-09-18,S001,P0011,Groceries ,North,416,336.0,51,329.44,71.96,0,Rainy,0,75.14,Autumn
2023-05-03,S002,P0007, electronics ,South,282,144.0,39,143.33,88.6,5,Rainy,1,86.75,Spring
2023-07-07,S004,P0014,Furniture,West,291,286.0,81,277.32,79.59,15,Sunny,1,78.24,Autumn
2022-12-18,S004,P0013,Furniture,South,328,195.0,141,193.36,90.72,0,Cloudy,1,90.72,Autumn
2023-02-22,S003,P0007,Groceries ,West,315,262.0,103,272.03,50.35,10,Sunny,0,54.0,Spring
2022-01-27,S002,P0019,Groceries ,South,122,,181,22.46,42.33,5,Snowy,1,37.38,Autumn
2022-03-13,S001,P0018,TOYS,West,423,127.0,177,126.3,47.58,5,Rainy,1,50.57,Winter
2023-09-07,S003,P0020,TOYS,East,108,60.0,175,64.56,42.8,0,Rainy,1,37.82,Autumn
02/10/2022,S005,P0002,Clothing,West,139,136.0,187,136.14,28.48,15,Cloudy,0,23.81,Autumn
2023-04-06,S003,P0009,Furniture,North,307,258.0,61,253.79,85.11,10,Snowy,1,89.83,Summer
2023-10-09,S005,P0017,Groceries ,East,59,,114,38.98,56.05,10,Snowy,0,59.59,Winter
2023-10-02,S005,P0003,Groceries ,North,372,233.0,30,226.16,47.24,5,Rainy,1,43.27,Autumn
2022-04-25,S004,P0007,Furniture,West,92,62.0,36,76.93,85.52,20,Rainy,0,89.21,Summer
2022-05-26,S002,P0004, electronics ,South,471,101.0,27,102.86,67.25,15,Rainy,0,63.69,Autumn
2023-11-02,S002,P0002, electronics ,West,267,203.0,153,208.31,22.25,20,Cloudy,1,22.83,Winter
2023-05-04,S004,P0007,TOYS,South,445,123.0,185,114.06,41.71,15,Sunny,0,45.43,Autumn
2023-09-20,S005,P0012,Furniture,West,88,16.0,164,35.91,16.76,5,Snowy,1,15.25,Spring
2022-07-12,S005,P0008,Clothing,West,415,59.0,135,65.97,61.36,5,Snowy,1,63.4,Winter
2023-05-19,S004,P0018,TOYS,South,446,70.0,104,68.4,28.4,20,Sunny,0,32.31,Autumn
2022-08-26,S003,P0003,Furniture,West,254,241.0,155,236.76,34.37,15,Sunny,0,31.07,Summer
2022-02-15,S001,P0007,Groceries ,West,120,101.0,169,91.93,82.16,0,Snowy,0,80.3,Winter
2023-01-23,S001,P0007,Furniture,North,89,88.0,89,105.74,69.71,5,Sunny,0,71.23,Autumn
2023-05-05,S001,P0014,Groceries ,South,136,106.0,34,99.67,83.03,15,Cloudy,0,80.68,Spring
2023-07-06,S002,P0008, electronics ,East,369,215.0,81,217.34,13.13,15,Cloudy,1,10.97,Autumn
2022-05-22,S005,P0013,Groceries ,South,245,84.0,188,76.62,50.04,15,Sunny,1,52.32,Spring
2023-06-01,S004,P0003,TOYS,East,82,4.0,45,6.97,79.39,10,Rainy,0,74.94,Autumn
22/02/2022,S002,P0004, electronics ,West,214,179.0,117,178.92,10.74,5,Sunny,1,13.58,Winter
2023-05-03,S004,P0013, electronics ,West,379,132.0,135,127.33,63.29,15,Cloudy,1,60.63,Spring
2022-10-10,S002,P0017,Groceries ,West,306,221.0,48,233.13,78.41,15,Snowy,1,77.07,Spring
2022-10-18,S002,P0012,Furniture,North,432,142.0,75,155.47,32.31,20,Rainy,0,29.2,Winter
2023-08-31,S001,P0007,Furniture,East,450,165.0,151,177.83,36.19,10,Sunny,1,36.01,Spring
2023-05-19,S001,P0016,Furniture,West,384,214.0,80,213.67,99.95,15,Rainy,1,96.89,Autumn
2023-01-17,S002,P0009,Clothing,East,490,473.0,24,465.84,55.6,15,Snowy,0,56.63,Spring
2023-02-28,S002,P0009,Furniture,North,491,311.0,195,306.5,50.59,15,Sunny,0,46.6,Autumn
2023-03-11,S001,P0019,Furniture,West,334,37.0,167,46.46,51.24,15,Cloudy,1,47.97,Autumn
2023-12-02,S001,P0016,Furniture,South,396,127.0,154,121.35,94.26,5,Cloudy,1,90.11,Summer
2022-09-02,S004,P0006,Groceries ,East,301,98.0,26,98.63,20.63,20,Snowy,0,25.57,Summer
2023-02-21,S005,P0007,TOYS,North,144,14.0,116,8.73,64.34,5,Cloudy,0,68.53,Autumn
2022-10-17,S003,P0012,Groceries ,North,453,,42,269.18,28.19,0,Sunny,1,26.38,Winter
2022-09-03,S004,P0020,TOYS,West,378,,88,331.94,30.14,5,Rainy,1,33.54,Summer
2023-08-08,S002,P0002, electronics ,South,73,56.0,174,66.61,81.97,0,Sunny,0,80.72,Winter
28/12/2023,S003,P0015,Furniture,North,174,114.0,66,108.93,90.94,15,Cloudy,1,86.74,Autumn
2023-01-22,S005,P0018, electronics ,West,372,342.0,21,341.89,49.92,5,Snowy,0,50.37,Winter
2022-11-20,S002,P0010,Groceries ,East,326,303.0,165,298.05,28.34,5,Cloudy,1,30.52,Summer
2023-09-20,S005,P0013,Furniture,East,-150,152.0,58,142.17,34.35,0,Cloudy,0,37.98,Winter
2023-02-16,S002,P0015,Clothing,South,268,0.0,165,-9.26,89.14,5,Rainy,0,88.44,Autumn
2023-05-01,S005,P0006, electronics ,South,399,129.0,77,122.2,92.21,5,Rainy,0,88.81,Summer
06/06/2023,S002,P0004,Clothing,West,-150,302.0,185,298.93,25.49,15,Cloudy,0,21.55,Autumn
12/08/2022,S001,P0010,TOYS,West,499,374.0,126,380.97,43.47,5,Snowy,1,42.51,Winter
28/06/2022,S003,P0002,Furniture,East,477,66.0,149,72.43,28.4,20,Sunny,1,24.45,Spring
09/04/2022,S003,P0017,TOYS,South,229,84.0,98,91.55,23.22,5,Sunny,1,24.0,Summer
2023-10-14,S002,P0016,TOYS,West,162,71.0,176,76.72,89.34,0,Cloudy,1,93.15,Winter
2023-01-14,S004,P0004,Clothing,East,321,25.0,105,25.46,85.27,10,Snowy,1,86.02,Autumn
2022-03-18,S001,P0007,TOYS,South,-150,124.0,148,115.12,68.19,5,Cloudy,0,63.4,Autumn
2023-06-27,S002,P0015,Groceries ,East,222,18.0,142,34.84,,0,Cloudy,1,90.14,Winter
2022-01-01,S002,P0016,TOYS,South,242,63.0,85,58.07,45.65,20,Rainy,1,42.17,Spring
2022-03-25,S002,P0013, electronics ,South,329,181.0,167,192.33,64.21,20,Rainy,0,61.76,Summer
2023-11-15,S004,P0011,TOYS,East,220,10.0,140,15.02,,10,Cloudy,1,72.94,Summer
2022-12-08,S005,P0020,Furniture,South,368,22.0,102,23.18,58.09,20,Rainy,1,60.5,Summer
2023-03-15,S001,P0007,TOYS,South,417,117.0,27,116.09,46.51,0,Snowy,0,48.28,Spring
2023-12-25,S004,P0016,Furniture,North,436,173.0,118,191.64,55.85,5,Snowy,1,58.52,Summer
2022-05-26,S001,P0014,TOYS,North,256,138.0,72,144.64,-99.99,0,Cloudy,0,63.36,Autumn
2022-09-28,S002,P0017,Furniture,North,346,298.0,163,312.93,35.68,10,Snowy,0,31.52,Winter
2023-03-24,S005,P0015,Groceries ,South,476,189.0,146,200.75,83.32,10,Rainy,1,78.95,Autumn
2022-01-13,S004,P0001,Groceries ,West,206,171.0,65,188.57,35.78,20,Rainy,1,32.92,Summer
2023-12-04,S002,P0003, electronics ,West,-150,106.0,56,117.44,46.3,5,Cloudy,0,47.13,Autumn
2022-11-29,S002,P0011,Groceries ,East,183,143.0,184,142.4,62.95,0,Sunny,1,60.05,Winter
17/08/2022,S002,P0015,Clothing,North,167,127.0,36,126.38,48.59,15,Snowy,1,45.19,Autumn
2023-08-17,S004,P0012,TOYS,South,316,109.0,122,102.63,60.21,10,Cloudy,1,58.88,Spring
2022-03-09,S001,P0006,TOYS,West,185,66.0,65,66.74,54.43,15,Snowy,1,52.51,Summer
2022-11-13,S005,P0005, electronics ,South,451,436.0,82,441.03,29.97,20,Sunny,0,29.9,Summer
2023-05-29,S002,P0002,Clothing,North,122,27.0,114,24.36,52.8,20,Cloudy,1,54.88,Autumn
2022-09-18,S004,P0013,Furniture,East,457,448.0,170,444.34,68.99,0,Snowy,1,66.52,Winter
2022-07-27,S005,P0014,TOYS,North,111,2.0,96,-5.12,31.8,0,Snowy,1,29.04,Spring
2022-08-29,S001,P0005,Groceries ,East,124,70.0,176,72.03,76.29,0,Cloudy,1,72.29,Autumn
2023-12-06,S004,P0006,Groceries ,South,323,249.0,183,239.8,26.69,0,Sunny,1,25.88,Summer
2022-08-01,S005,P0017,Groceries ,North,202,133.0,61,144.39,38.68,0,Rainy,0,34.53,Summer
2022-07-26,S003,P0013,Clothing,West,441,67.0,173,59.87,30.47,0,Sunny,1,31.63,Winter
2023-11-19,S002,P0020,Clothing,East,364,354.0,98,352.75,89.86,5,Rainy,1,90.12,Summer
2023-05-09,S004,P0008,TOYS,East,222,179.0,88,196.2,,20,Rainy,1,92.8,Autumn
2022-11-16,S005,P0012, electronics ,West,339,162.0,125,166.67,27.11,20,Cloudy,0,23.14,Spring
2023-05-23,S005,P0008,TOYS,West,125,50.0,157,45.2,,15,Snowy,0,54.95,Autumn
2022-09-18,S005,P0010,Furniture,East,351,25.0,82,16.05,10.38,0,Snowy,1,12.93,Winter
2023-03-29,S003,P0020,Furniture,South,402,359.0,151,356.8,99.06,20,Rainy,0,95.62,Autumn
2022-12-31,S003,P0018,Furniture,South,499,41.0,200,47.96,79.11,20,Snowy,1,75.25,Spring
2023-05-05,S004,P0018,TOYS,South,257,154.0,30,156.12,95.2,0,Rainy,1,93.37,Winter
2022-09-22,S001,P0011,TOYS,South,197,25.0,76,28.52,89.61,20,Sunny,1,85.39,Spring
2023-03-28,S003,P0002, electronics ,West,457,435.0,86,428.26,32.49,0,Cloudy,1,33.15,Winter
2022-01-04,S002,P0004,TOYS,East,289,11.0,21,26.96,58.13,0,Sunny,1,61.63,Summer
2023-08-23,S004,P0016,Clothing,West,407,172.0,131,191.41,85.26,5,Sunny,1,83.53,Winter
2023-11-22,S004,P0006,Groceries ,North,431,6.0,188,5.32,16.47,5,Snowy,0,12.35,Spring
2023-11-09,S002,P0019,Groceries ,North,242,238.0,128,242.03,44.96,15,Rainy,1,40.38,Winter
2023-12-15,S002,P0010, electronics ,North,-150,161.0,77,172.6,99.34,10,Snowy,1,100.71,Summer
2023-08-05,S003,P0004,Groceries ,South,394,56.0,181,69.76,-99.99,20,Rainy,1,76.16,Spring
21/11/2023,S001,P0009,TOYS,South,363,8.0,189,22.37,48.03,0,Cloudy,1,45.56,Spring
2022-08-31,S001,P0012,Furniture,North,425,295.0,59,300.12,17.79,20,Rainy,0,15.93,Autumn
2022-10-10,S004,P0007,TOYS,East,282,247.0,77,249.38,76.32,10,Cloudy,0,79.62,Winter
27/10/2022,S002,P0019,Groceries ,North,-150,75.0,66,88.58,14.07,20,Sunny,0,14.06,Summer
2022-07-31,S003,P0008,Clothing,North,126,74.0,163,83.55,33.88,0,Snowy,0,30.3,Summer
2023-02-16,S004,P0003,Furniture,West,383,23.0,168,41.77,93.49,5,Snowy,0,98.11,Winter
2023-03-26,S003,P0016,TOYS,North,109,44.0,138,44.41,39.97,5,Rainy,1,40.8,Autumn
2023-12-06,S004,P0015,Groceries ,West,235,193.0,47,187.23,22.97,10,Rainy,0,23.32,Summer
2022-10-25,S001,P0013,TOYS,South,494,331.0,57,350.9,79.53,0,Snowy,0,77.47,Spring
2023-05-07,S005,P0014,Furniture,North,230,31.0,87,35.67,16.59,20,Cloudy,1,19.18,Autumn
2023-07-19,S004,P0007,Groceries ,East,73,70.0,30,75.53,24.4,0,Snowy,0,26.11,Spring
2022-06-24,S003,P0007,TOYS,North,401,106.0,146,115.87,26.83,15,Rainy,0,28.55,Autumn
2022-09-16,S005,P0004,Groceries ,North,146,20.0,78,24.33,61.42,15,Rainy,0,63.27,Winter
2022-01-15,S003,P0008,Furniture,East,425,,200,73.82,14.14,10,Cloudy,0,16.96,Spring
2023-08-26,S002,P0016,Furniture,South,209,90.0,116,104.01,23.07,20,Cloudy,0,22.02,Spring
2023-11-16,S002,P0010,Clothing,North,326,1.0,140,16.08,80.47,20,Snowy,0,82.81,Summer
2023-03-22,S005,P0008,Groceries ,West,76,53.0,81,69.88,58.95,10,Snowy,1,58.81,Winter
2023-12-17,S003,P0015, electronics ,East,478,,192,339.97,47.82,10,Cloudy,0,51.1,Winter
2023-01-16,S003,P0006,Groceries ,North,216,92.0,174,108.64,67.27,5,Cloudy,0,70.13,Summer
14/09/2023,S001,P0012,Clothing,South,476,73.0,99,67.89,99.25,20,Snowy,0,96.42,Summer
2023-05-31,S003,P0001, electronics ,North,484,11.0,93,12.21,65.17,0,Cloudy,1,66.81,Autumn
2023-10-19,S002,P0004,Furniture,East,392,76.0,169,86.17,44.57,10,Sunny,0,40.75,Spring
2022-04-20,S003,P0009,TOYS,South,311,,138,123.22,87.52,20,Sunny,0,85.8,Spring
2022-03-14,S004,P0019,Groceries ,East,394,201.0,195,216.24,-99.99,20,Sunny,1,101.05,Spring
2023-02-26,S003,P0016,TOYS,North,236,,151,113.74,70.08,15,Snowy,1,74.49,Autumn
2023-06-12,S002,P0006,Furniture,South,486,324.0,138,325.51,22.02,10,Cloudy,0,18.28,Autumn
2022-09-01,S004,P0011,Groceries ,East,240,72.0,178,86.56,26.18,10,Cloudy,0,28.76,Autumn
2023-09-20,S001,P0004,Clothing,East,354,354.0,61,344.19,,5,Snowy,1,37.17,Winter
2022-03-04,S003,P0018, electronics ,South,389,221.0,142,232.8,66.58,15,Sunny,0,70.19,Winter
2023-09-02,S004,P0007,Clothing,North,457,301.0,124,292.54,90.01,5,Snowy,0,89.17,Autumn
2022-07-23,S005,P0014,Groceries ,North,76,10.0,124,16.05,,5,Cloudy,0,21.04,Spring
2023-01-09,S005,P0013,Furniture,West,139,71.0,200,62.98,49.33,0,Snowy,0,45.85,Autumn
2022-11-30,S001,P0005,TOYS,North,76,32.0,82,23.01,12.95,0,Snowy,1,16.76,Summer
2023-09-14,S004,P0008,TOYS,East,285,253.0,139,259.8,27.41,20,Sunny,1,24.96,Summer
27/05/2023,S004,P0006,Clothing,West,206,133.0,112,125.39,75.37,15,Rainy,0,78.29,Spring
2023-05-15,S002,P0006,Groceries ,West,62,47.0,36,57.45,22.49,0,Snowy,1,18.68,Spring
2022-02-24,S003,P0003,Furniture,East,173,,49,47.4,71.87,5,Snowy,0,70.47,Spring
2023-09-22,S003,P0015,Clothing,West,388,374.0,182,367.3,87.86,15,Cloudy,0,86.35,Autumn
2022-12-17,S002,P0008,Groceries ,East,195,92.0,139,104.53,67.38,10,Cloudy,0,71.16,Spring
2022-07-15,S002,P0018,Groceries ,West,82,74.0,155,70.47,31.13,5,Rainy,1,33.29,Summer
2023-12-14,S003,P0004, electronics ,South,291,240.0,58,230.96,27.21,5,Snowy,1,25.77,Autumn
2022-07-21,S004,P0014,Furniture,South,491,,196,428.25,21.02,0,Snowy,1,24.98,Winter
2022-08-07,S002,P0003,TOYS,North,340,207.0,147,225.69,85.05,5,Cloudy,1,84.91,Summer
2022-04-18,S005,P0012,Furniture,North,272,190.0,174,200.98,84.37,20,Sunny,1,80.79,Winter
2023-02-25,S001,P0016, electronics ,North,368,51.0,26,69.67,90.49,20,Snowy,0,86.83,Summer
2023-03-07,S002,P0012,TOYS,North,157,80.0,176,86.4,50.31,20,Snowy,0,49.24,Spring
2022-03-20,S005,P0012,Furniture,South,405,330.0,113,335.78,19.77,10,Rainy,0,16.92,Winter
2023-10-31,S002,P0018, electronics ,North,150,,151,17.55,27.76,15,Snowy,0,27.41,Summer
2023-07-01,S002,P0002,Furniture,West,399,3.0,116,-2.24,94.63,5,Sunny,0,91.0,Autumn
2022-11-19,S001,P0001,Clothing,West,497,156.0,85,162.29,,5,Snowy,1,16.43,Spring
2023-06-14,S001,P0003, electronics ,North,200,139.0,46,130.23,16.77,5,Sunny,1,14.87,Spring
2022-12-10,S004,P0008,Clothing,West,131,22.0,113,30.13,80.65,0,Sunny,0,82.55,Summer
2023-08-09,S005,P0001,Groceries ,North,218,13.0,95,5.86,67.25,20,Snowy,0,69.09,Spring
2023-09-19,S003,P0015,Furniture,East,414,268.0,76,258.97,34.65,15,Rainy,0,32.9,Summer
29/10/2023,S005,P0020,Clothing,North,-150,37.0,161,31.41,15.84,0,Cloudy,0,19.13,Winter
29/07/2023,S003,P0020, electronics ,West,229,85.0,80,93.84,97.11,5,Cloudy,1,101.25,Summer
19/12/2022,S001,P0005,Groceries ,North,487,34.0,20,35.34,40.2,5,Sunny,1,44.15,Spring
2023-03-18,S001,P0007, electronics ,South,82,66.0,192,78.58,31.61,0,Rainy,0,34.65,Spring
2023-02-12,S001,P0018,Furniture,North,270,114.0,23,114.18,30.49,5,Rainy,0,31.59,Winter
2022-02-15,S004,P0009,Furniture,West,439,195.0,58,208.46,47.53,5,Sunny,0,43.81,Summer
2022-04-26,S002,P0008,TOYS,East,499,91.0,34,98.75,,15,Sunny,0,69.17,Autumn
05/05/2022,S003,P0011,TOYS,South,225,60.0,200,51.32,33.96,10,Rainy,0,33.23,Autumn
2023-06-14,S001,P0004,TOYS,South,498,59.0,123,73.18,42.29,5,Rainy,0,39.08,Summer
18/01/2022,S005,P0016,Furniture,South,304,237.0,87,234.35,67.8,5,Snowy,1,70.66,Winter
2023-11-05,S005,P0009,Furniture,North,463,208.0,83,226.73,54.52,10,Cloudy,0,58.18,Autumn
2023-11-07,S005,P0011,Furniture,West,378,160.0,199,172.13,87.63,10,Rainy,0,90.9,Spring
2022-11-21,S003,P0014,Clothing,North,477,419.0,191,427.26,58.58,5,Snowy,1,59.03,Spring
2022-09-01,S003,P0001, electronics ,South,375,186.0,106,186.49,30.77,0,Sunny,0,28.34,Autumn
2023-11-20,S004,P0002, electronics ,South,456,45.0,71,53.88,50.22,0,Rainy,0,48.8,Winter
2022-07-31,S005,P0005, electronics ,West,292,166.0,167,165.66,19.3,5,Rainy,0,15.73,Autumn
22/03/2023,S005,P0013,Groceries ,North,325,226.0,170,235.08,53.69,0,Cloudy,1,53.37,Spring
2023-10-28,S004,P0015,Groceries ,West,471,75.0,72,76.62,33.09,5,Snowy,1,36.38,Winter
2022-05-18,S001,P0002,Clothing,West,164,69.0,70,80.97,20.22,20,Cloudy,1,19.75,Winter
2023-10-28,S005,P0006, electronics ,North,438,89.0,186,96.17,24.44,10,Cloudy,0,23.37,Spring
2022-12-15,S004,P0002,TOYS,South,284,65.0,45,82.03,86.27,10,Snowy,0,82.27,Autumn
2022-03-27,S004,P0020,Groceries ,South,101,52.0,97,58.44,87.06,0,Rainy,1,87.7,Spring
2022-01-19,S004,P0020,Groceries ,East,305,75.0,105,78.0,40.84,10,Snowy,0,43.35,Spring
2022-10-02,S004,P0020,TOYS,East,125,65.0,86,58.27,61.18,10,Rainy,0,65.27,Summer
2023-01-31,S005,P0018,Groceries ,South,331,286.0,134,287.32,20.06,5,Snowy,1,18.11,Summer
2023-03-12,S001,P0005,Furniture,West,435,176.0,50,175.22,54.58,10,Rainy,1,55.42,Spring
2023-09-12,S005,P0020,Clothing,North,95,30.0,118,42.85,95.61,0,Cloudy,1,99.54,Spring
2022-01-31,S002,P0012,Clothing,North,161,90.0,157,106.22,57.27,15,Rainy,0,53.07,Autumn
2022-03-08,S002,P0004,TOYS,East,485,71.0,74,88.39,66.42,5,Sunny,0,68.2,Winter
2023-11-14,S001,P0014,Furniture,South,499,425.0,58,426.72,43.51,10,Cloudy,0,43.47,Autumn
2022-12-03,S003,P0008,Groceries ,North,128,117.0,54,130.56,69.23,10,Snowy,0,69.33,Autumn
2022-12-29,S002,P0014,Clothing,North,418,28.0,156,29.06,53.94,20,Sunny,1,55.08,Winter
2022-12-16,S004,P0006,Furniture,North,309,101.0,23,111.74,99.77,20,Snowy,0,104.08,Spring
2022-07-10,S001,P0003, electronics ,North,437,174.0,56,183.18,64.65,5,Rainy,1,69.24,Winter
2022-03-05,S003,P0001,Furniture,West,248,64.0,185,57.39,91.23,20,Snowy,0,87.67,Spring
01/04/2023,S003,P0010,Furniture,West,77,77.0,26,84.8,71.61,5,Sunny,1,69.99,Autumn
2023-12-25,S001,P0017,Clothing,South,442,347.0,36,366.64,13.08,0,Snowy,1,9.21,Winter
2023-12-03,S002,P0006,Groceries ,South,120,99.0,28,93.13,87.33,0,Cloudy,1,88.05,Autumn
2023-06-21,S005,P0007,TOYS,East,446,38.0,139,55.97,20.6,10,Rainy,1,24.66,Spring
2023-11-18,S002,P0006,Clothing,South,214,200.0,83,191.31,22.39,20,Sunny,1,23.72,Autumn
2023-05-17,S004,P0009,Groceries ,North,398,307.0,26,303.63,43.4,15,Snowy,0,42.99,Summer
2022-03-19,S002,P0006,TOYS,East,133,104.0,112,102.95,95.94,15,Rainy,1,98.4,Autumn
2023-12-03,S001,P0010,Clothing,West,332,311.0,21,306.24,48.41,15,Sunny,1,44.75,Winter
2022-12-14,S005,P0009,TOYS,West,391,,44,364.26,32.23,10,Snowy,1,35.03,Spring
2022-07-27,S001,P0014,Clothing,South,59,5.0,80,1.9,54.06,15,Cloudy,0,54.07,Winter
2023-06-19,S005,P0010,TOYS,West,328,36.0,51,37.64,21.52,15,Sunny,1,16.71,Autumn
2022-10-31,S005,P0011,Furniture,South,77,41.0,152,36.78,68.35,10,Rainy,1,69.64,Winter
2023-02-17,S005,P0020,TOYS,South,473,168.0,50,183.4,87.22,20,Sunny,1,91.67,Spring
2023-09-23,S003,P0016,Furniture,East,193,48.0,65,43.53,42.33,15,Rainy,0,46.61,Autumn
28/06/2022,S005,P0016,TOYS,East,495,222.0,169,217.82,44.27,15,Snowy,0,41.23,Spring
2023-06-26,S001,P0017,TOYS,North,149,138.0,86,135.95,44.2,10,Cloudy,1,42.25,Summer
2022-06-20,S003,P0002,Clothing,South,88,46.0,194,39.2,23.82,15,Rainy,1,26.01,Spring
2023-09-18,S004,P0006, electronics ,West,199,1.0,195,6.24,27.27,5,Cloudy,0,25.15,Spring
26/09/2022,S003,P0007,Furniture,South,468,228.0,130,238.61,84.29,10,Snowy,0,81.78,Autumn
2023-01-30,S001,P0007, electronics ,West,488,171.0,74,180.48,94.18,0,Cloudy,1,97.83,Summer
2022-03-28,S005,P0009,Clothing,South,302,200.0,141,191.15,13.08,5,Sunny,0,12.45,Winter
2022-12-04,S001,P0012,Groceries ,South,244,72.0,150,63.84,57.32,0,Sunny,0,60.29,Winter
2023-08-03,S002,P0009,TOYS,West,64,30.0,55,23.01,,20,Rainy,0,81.22,Autumn
2023-09-10,S002,P0018,Furniture,West,375,170.0,182,176.72,97.36,10,Rainy,1,101.22,Spring
2023-06-09,S003,P0019,Groceries ,West,466,340.0,144,352.37,55.02,15,Sunny,1,58.69,Winter
26/07/2022,S005,P0006,Furniture,West,62,,26,32.06,60.52,0,Cloudy,0,62.1,Autumn
2023-04-18,S004,P0011,Clothing,South,442,118.0,173,137.4,95.84,5,Rainy,0,93.66,Spring
2023-11-25,S003,P0008,Clothing,North,479,60.0,142,71.39,42.99,15,Sunny,0,43.63,Spring
2022-11-20,S002,P0001,Groceries ,West,424,338.0,131,356.42,30.7,5,Cloudy,0,26.19,Winter
2023-12-30,S005,P0018,TOYS,East,61,29.0,43,33.61,67.63,15,Sunny,0,67.29,Winter
2022-07-29,S003,P0001,TOYS,South,430,185.0,34,182.48,25.73,5,Cloudy,0,28.55,Spring
07/07/2022,S003,P0019, electronics ,North,249,159.0,150,149.98,65.97,20,Sunny,0,61.29,Autumn
2022-10-18,S003,P0002, electronics ,West,58,55.0,132,52.47,78.32,15,Snowy,1,73.59,Winter
2022-10-11,S005,P0018, electronics ,West,146,33.0,25,41.1,24.4,10,Cloudy,1,24.36,Spring
2022-01-12,S001,P0019,Furniture,East,490,444.0,37,444.13,86.87,20,Snowy,0,89.3,Summer
2023-08-22,S003,P0006,Groceries ,East,62,19.0,59,38.5,-99.99,10,Sunny,1,85.09,Winter
2022-04-16,S002,P0011,TOYS,West,53,23.0,113,27.55,91.41,10,Rainy,0,89.05,Winter
2023-06-22,S004,P0018,TOYS,South,213,123.0,45,137.69,89.9,20,Rainy,1,94.14,Summer
2023-12-05,S001,P0016, electronics ,West,303,109.0,103,120.98,48.4,10,Snowy,0,48.76,Summer
2022-09-20,S001,P0001, electronics ,West,422,,199,150.5,79.71,10,Cloudy,1,84.2,Winter
2023-12-10,S003,P0009,Furniture,North,199,69.0,184,71.7,64.64,15,Cloudy,0,67.81,Summer
03/11/2022,S003,P0009,TOYS,West,180,141.0,112,136.98,72.65,0,Sunny,0,69.9,Summer
2023-03-18,S005,P0005,Clothing,East,491,318.0,163,327.59,59.76,20,Snowy,1,55.31,Autumn
2022-08-26,S005,P0010,Furniture,East,65,41.0,118,47.31,60.55,10,Cloudy,1,61.03,Spring
2022-08-17,S004,P0017,TOYS,East,293,23.0,145,40.18,58.89,15,Rainy,0,54.03,Summer
2023-09-14,S004,P0010, electronics ,East,230,82.0,188,78.56,18.75,5,Rainy,1,16.81,Autumn
2022-02-24,S003,P0008, electronics ,West,62,19.0,100,29.68,30.43,20,Rainy,0,33.46,Summer
2023-03-18,S004,P0006,Furniture,South,394,179.0,165,184.14,39.43,10,Sunny,0,39.42,Winter
2023-03-16,S004,P0013,Clothing,West,-150,266.0,48,285.97,12.54,15,Sunny,0,12.69,Winter
2023-10-17,S001,P0020,Clothing,East,434,167.0,191,183.55,41.08,15,Snowy,1,41.0,Spring
2022-06-27,S003,P0019,Furniture,South,157,74.0,139,73.17,28.47,0,Sunny,0,23.67,Winter
2023-07-09,S003,P0015, electronics ,East,415,125.0,81,118.18,16.91,5,Snowy,1,17.66,Autumn
2022-04-25,S002,P0016,Furniture,South,455,0.0,167,6.13,85.87,0,Cloudy,0,87.42,Spring
2022-11-22,S002,P0007,TOYS,East,350,302.0,199,303.59,34.23,10,Sunny,1,31.85,Winter
2022-07-13,S004,P0011,Clothing,West,126,,159,77.05,27.96,10,Cloudy,1,32.89,Autumn
2022-08-28,S004,P0011,Furniture,West,295,180.0,45,182.65,56.1,20,Snowy,0,56.92,Spring
2022-11-24,S001,P0010,Clothing,North,439,155.0,145,172.83,92.19,5,Cloudy,1,88.06,Winter
2023-09-01,S003,P0002,Clothing,East,60,4.0,167,-0.9,,20,Cloudy,0,45.02,Winter
2023-05-03,S003,P0007,TOYS,West,134,16.0,54,33.51,49.54,20,Cloudy,0,44.56,Winter
2023-06-25,S004,P0016,Groceries ,North,458,0.0,36,6.83,34.37,5,Cloudy,0,31.57,Winter
2023-08-29,S002,P0020,Groceries ,South,306,228.0,134,223.14,82.35,20,Cloudy,1,83.71,Spring
2022-06-02,S004,P0010,Furniture,North,208,128.0,123,147.75,11.18,20,Cloudy,0,10.96,Autumn
2023-04-28,S003,P0016,TOYS,South,290,77.0,111,83.0,10.61,20,Snowy,1,8.76,Autumn
